1000 15.918678 16.592459 0.500000
2000 16.099004 16.722008 0.459135
3000 15.612130 16.416833 0.434832
4000 15.586140 16.314851 0.425452
5000 15.773853 16.676561 0.381561
6000 15.875381 16.704583 0.353870
7000 15.999415 16.979643 0.352158
8000 16.189659 17.171912 0.371851
9000 16.142752 17.352824 0.382695
10000 16.364513 17.515719 0.402624
11000 16.412306 17.476384 0.393521
12000 16.658782 17.743560 0.414535
13000 16.522230 17.742164 0.363893
14000 16.303208 17.577952 0.312467
15000 16.527339 17.750671 0.322799
16000 16.606635 17.859029 0.350331
17000 16.864387 17.838251 0.361196
18000 16.707172 17.871584 0.308474
19000 16.564339 17.934141 0.281737
20000 16.415492 17.822166 0.267473
21000 16.480812 17.972848 0.254797
22000 16.638677 18.061842 0.288146
23000 16.412280 17.955478 0.231475
24000 16.383380 17.623354 0.218354
25000 16.913411 18.148243 0.290443
26000 17.143524 18.334293 0.357712
27000 17.034250 18.449656 0.375694
28000 17.282864 18.469053 0.383069
29000 17.272010 18.305362 0.333412
30000 17.061842 18.449375 0.310679
31000 17.347778 18.293218 0.298241
32000 17.392448 18.194739 0.278097
33000 17.311794 18.065666 0.264522
34000 17.675505 18.368176 0.350219
35000 17.555488 18.131882 0.283745
36000 17.799934 18.438475 0.328026
37000 17.938437 18.453160 0.353949
38000 18.059305 18.545448 0.375935
39000 18.126531 18.740314 0.369683
40000 17.981999 18.567633 0.293520
41000 17.911648 18.474703 0.278233
42000 18.023109 18.756047 0.313893
43000 17.727830 18.827644 0.301909
44000 17.946349 19.105527 0.345023
45000 17.853714 18.826087 0.276821
46000 18.060422 19.126117 0.325859
47000 18.368918 19.079306 0.338051
48000 18.619640 19.357231 0.423363
49000 18.732913 19.321574 0.391836
50000 18.668329 18.989776 0.351945
51000 18.818314 19.124883 0.369904
52000 18.696777 18.779597 0.327396
53000 18.332004 18.739705 0.236608
54000 18.180452 18.542631 0.216604
55000 18.309041 18.479517 0.235867
56000 18.301259 18.282276 0.260750
57000 18.299034 18.355849 0.248389
58000 18.219210 18.173607 0.285403
59000 18.068482 18.152174 0.241975
60000 17.854333 17.921013 0.268595
61000 17.870220 17.664845 0.319710
62000 17.695568 17.339933 0.402857
63000 17.782813 17.514895 0.322856
64000 17.937147 17.574852 0.320278
65000 18.115989 17.654322 0.279903
66000 18.124746 17.749422 0.265740
67000 18.002824 17.619016 0.252975
68000 17.938065 17.545969 0.265233
69000 17.601985 17.179631 0.353782
70000 17.279183 16.974180 0.391216
71000 17.636584 17.318902 0.269523
72000 17.455009 17.179147 0.302305
73000 17.196119 17.088932 0.292535
74000 17.261028 17.059704 0.275683
75000 17.014564 16.941333 0.308994
76000 17.229226 16.991900 0.291762
77000 17.128248 16.631637 0.325356
78000 17.421505 16.896856 0.271652
79000 17.523651 16.804615 0.258401
80000 17.421322 16.634681 0.290494
81000 17.245688 16.406250 0.317426
82000 17.208420 16.479176 0.299602
83000 17.319855 16.483251 0.283608
84000 17.112552 16.295862 0.321636
85000 17.243350 16.349568 0.300172
86000 16.889921 16.166353 0.351762
87000 16.659593 16.145165 0.348819
88000 16.343063 15.849834 0.393143
89000 15.878461 15.897444 0.379728
90000 16.072069 16.014815 0.314065
91000 15.930141 16.025449 0.301122
92000 15.836672 16.081699 0.284893
93000 15.842309 15.896196 0.302300
94000 15.799659 15.943462 0.302041
95000 15.720530 15.698002 0.325562
96000 15.791245 15.922415 0.270347
97000 15.684114 15.773801 0.292961
98000 15.500784 15.498082 0.349990
99000 15.427952 15.630481 0.289410
100000 15.315672 15.505086 0.346291
101000 15.571301 15.662738 0.259585
102000 15.177847 15.426059 0.356790
103000 15.240994 15.365791 0.329251
104000 15.326177 15.446808 0.276040
105000 15.134102 14.923022 0.406599
106000 14.917462 14.709851 0.430444
107000 14.596033 14.740205 0.443403
108000 14.823035 14.895286 0.348286
109000 14.807416 15.019390 0.313443
110000 14.714982 15.197277 0.326112
111000 14.083013 14.911104 0.428001
112000 14.107615 15.096257 0.399772
113000 13.845146 14.866031 0.400853
114000 13.694802 14.518064 0.429081
115000 14.085746 14.824892 0.330951
116000 14.114578 14.901036 0.311377
117000 14.124552 15.162894 0.305438
118000 14.435007 15.182808 0.264788
119000 14.599988 15.471359 0.311324
120000 14.448222 15.343733 0.259271
121000 14.464790 15.339001 0.247150
122000 14.604333 15.366547 0.227762
123000 14.674138 15.454690 0.243413
124000 14.552500 15.193804 0.207388
125000 14.347149 15.128130 0.212414
126000 14.449843 15.129498 0.192308
127000 14.393833 15.161723 0.197349
128000 14.538618 15.282962 0.188831
129000 14.352819 15.089883 0.184886
130000 14.643806 15.509441 0.199840
131000 14.787695 15.587523 0.192580
132000 15.010363 15.760352 0.206285
133000 14.778302 15.540437 0.180913
134000 14.902724 15.918497 0.247147
135000 14.802723 15.742897 0.194177
136000 14.777220 15.935155 0.249991
137000 14.661197 15.976205 0.238769
138000 14.634622 15.988839 0.228524
139000 14.935979 16.113735 0.248543
140000 14.992840 16.383912 0.289201
141000 15.247016 16.605528 0.299710
142000 14.800297 16.515458 0.311748
143000 14.839055 16.625175 0.339680
144000 14.637187 16.507590 0.308740
145000 14.940320 16.819845 0.350474
146000 14.999674 16.826774 0.328655
147000 14.630041 16.456609 0.266839
148000 14.537529 16.578200 0.292601
149000 14.790218 16.929814 0.311784
150000 14.849022 17.096548 0.323153
151000 14.871068 16.788617 0.226836
152000 14.939924 16.950247 0.249445
153000 14.786747 16.906213 0.257698
154000 15.140951 17.192853 0.265299
155000 15.012171 17.092715 0.252755
156000 15.293438 17.337578 0.290976
157000 15.287667 17.265463 0.275660
158000 15.181963 17.201463 0.264022
159000 15.384652 17.402938 0.298971
160000 15.561182 17.551243 0.275696
161000 15.147297 17.149711 0.197632
162000 15.272131 17.075059 0.189257
163000 15.499113 17.087045 0.187694
164000 15.438141 17.197672 0.181243
165000 15.634261 17.365233 0.200622
166000 15.625862 17.254353 0.193381
167000 15.530478 17.135753 0.164404
168000 15.696854 17.190707 0.165414
169000 15.821349 17.346177 0.176297
170000 15.803317 17.312211 0.170691
171000 15.791012 17.569889 0.192184
172000 15.755916 17.665977 0.225557
173000 15.727955 17.619752 0.216349
174000 15.734394 17.482825 0.171555
175000 15.714148 17.659494 0.201970
176000 15.710042 17.554350 0.160335
177000 15.542951 17.561021 0.167270
178000 15.209249 17.356276 0.149727
179000 15.404029 17.854449 0.257588
180000 15.684522 18.011417 0.285864
181000 15.515712 17.860096 0.234129
182000 15.561459 18.058481 0.286227
183000 15.495567 17.998983 0.213161
184000 15.962450 18.212099 0.287013
185000 15.866450 18.241889 0.272398
186000 15.792422 18.193730 0.218809
187000 15.735727 18.103711 0.210357
188000 15.564208 17.952294 0.181718
189000 15.474047 17.623219 0.144827
190000 15.634488 17.814471 0.152782
191000 15.873849 18.332536 0.230311
192000 15.877810 18.496368 0.285205
193000 15.965265 18.453649 0.270455
194000 16.601382 18.844017 0.355429
195000 16.646066 19.027550 0.388864
196000 16.715625 19.075833 0.362102
197000 16.637499 19.001329 0.338509
198000 16.409121 18.851635 0.289474
199000 16.059047 18.674377 0.268634
200000 16.116116 18.657730 0.255575
201000 16.434249 19.015469 0.302126
202000 16.242252 18.772505 0.219144
203000 16.287125 18.936811 0.246690
204000 15.937380 18.809332 0.286555
205000 15.759626 18.630463 0.265309
206000 15.748805 18.569747 0.212860
207000 15.931050 18.623645 0.211826
208000 15.654647 18.653979 0.234870
209000 15.628841 18.878591 0.269370
210000 15.711069 18.782591 0.214647
211000 15.481485 18.562666 0.214546
212000 15.377041 18.670001 0.292642
213000 14.788674 18.281970 0.413764
214000 14.583048 18.054004 0.413544
215000 14.593648 18.284305 0.399336
216000 14.667600 18.501817 0.357527
217000 14.625595 18.475094 0.334526
218000 14.850758 18.815581 0.357696
219000 14.737817 18.792838 0.323586
220000 14.681899 18.605391 0.305014
221000 14.809055 18.717622 0.266717
222000 14.870957 18.748119 0.253997
223000 14.751077 18.562270 0.246922
224000 14.380822 18.185453 0.334130
225000 14.607272 18.368956 0.224952
226000 14.687458 18.550474 0.217489
227000 14.432098 18.117040 0.253877
228000 14.280845 17.910141 0.309860
229000 14.222406 17.984458 0.292488
230000 14.025192 17.687792 0.348567
231000 14.098385 17.726150 0.326885
232000 14.031964 17.530788 0.328244
233000 13.671320 17.341606 0.409861
234000 13.779813 17.484157 0.364755
235000 13.865144 17.514895 0.306827
236000 13.606390 17.132049 0.365364
237000 13.759647 17.290953 0.318774
238000 13.742895 17.193892 0.323525
239000 13.596143 17.066272 0.336568
240000 13.512884 16.974066 0.346419
241000 13.429565 16.649720 0.363054
242000 13.251595 16.518137 0.399877
243000 13.157420 16.432554 0.396780
244000 13.140435 16.381953 0.392323
245000 13.024199 16.276786 0.365102
246000 13.091542 16.249367 0.341374
247000 13.345899 16.152112 0.341247
248000 13.381583 16.150556 0.320415
249000 13.183022 16.158141 0.312276
250000 13.148097 16.210205 0.273655
251000 13.132165 16.478906 0.257286
252000 13.343654 16.499866 0.232195
253000 13.405324 16.581676 0.228769
254000 12.934199 16.494974 0.264631
255000 12.469477 15.913684 0.405833
256000 12.353528 15.909938 0.415303
257000 12.290106 15.894479 0.384546
258000 12.273078 15.798392 0.378783
259000 12.070535 15.918396 0.366253
260000 11.967874 15.646469 0.386517
261000 11.858075 15.366785 0.412758
262000 12.007674 15.524129 0.336834
263000 11.882431 15.662156 0.319626
264000 11.502335 15.176718 0.426791
265000 11.406571 15.246330 0.372275
266000 11.311386 15.065805 0.394285
267000 11.219750 14.907321 0.389379
268000 11.150928 14.990971 0.383909
269000 11.320892 15.359186 0.319035
270000 11.488085 15.673151 0.309830
271000 11.358125 15.733424 0.324631
272000 11.330632 15.650914 0.305738
273000 10.954437 15.501673 0.352210
274000 10.637019 15.054327 0.379049
275000 10.554107 15.032140 0.396676
276000 10.468012 15.147641 0.368814
277000 10.494386 15.082253 0.344469
278000 10.160647 14.919787 0.406342
279000 10.154917 15.048230 0.372013
280000 10.222789 15.155637 0.314538
281000 9.950483 15.361672 0.379295
282000 9.651666 15.075307 0.388017
